"CAMIS","Total","Critical","Not Critical","Not Applicable"
"50061125","8","4","4","0"
"50061127","10","3","7","0"
"50061130","8","4","4","0"
"50061132","3","2","1","0"
"50061138","7","3","4","0"
"50061140","24","10","14","0"
"50061148","10","5","5","0"
"50061149","4","2","2","0"
"50061159","11","6","5","0"
"50061162","4","2","2","0"
"50061163","26","12","14","0"
"50061164","4","2","2","0"
"50061188","3","1","2","0"
"50061190","4","1","3","0"
"50061192","15","6","9","0"
"50061193","9","5","4","0"
"50061195","19","11","7","1"
"50061211","5","0","5","0"
"50061213","4","4","0","0"
"50061215","1","0","1","0"
"50061226","5","2","3","0"
"50061229","13","9","4","0"
"50061233","6","2","4","0"
"50061235","22","7","15","0"
"50061236","11","8","3","0"
"50061246","4","1","3","0"
"50061258","19","9","9","1"
"50061281","9","5","4","0"
"50061282","7","5","2","0"
"50061283","9","3","6","0"
"50061293","18","11","7","0"
"50061295","6","3","3","0"
"50061298","7","5","2","0"
"50061303","20","10","10","0"
"50061316","9","6","3","0"
"50061322","8","4","4","0"
"50061329","5","3","2","0"
"50061366","11","2","9","0"
"50061368","16","7","9","0"
"50061386","6","3","3","0"
"50061387","31","16","15","0"
"50061389","5","3","2","0"
"50061393","4","4","0","0"
"50061416","7","3","4","0"
"50061417","3","3","0","0"
"50061438","3","1","2","0"
"50061440","5","4","1","0"
"50061442","20","11","9","0"
"50061445","8","6","2","0"
"50061456","13","6","7","0"
"50061459","12","7","5","0"
"50061461","9","5","4","0"
"50061476","3","2","1","0"
"50061477","5","3","2","0"
"50061519","4","3","1","0"
"50061521","5","3","2","0"
"50061530","11","6","5","0"
"50061531","32","20","12","0"
"50061537","6","3","3","0"
"50061558","20","8","12","0"
"50061565","6","3","3","0"
"50061569","4","3","1","0"
"50061571","5","1","4","0"
"50062342","2","1","1","0"
"50062365","12","4","7","1"
"50062367","15","7","8","0"
"50062377","9","5","4","0"
"50062378","8","6","2","0"
"50062385","8","5","3","0"
"50062391","6","6","0","0"
"50062426","21","10","11","0"
"50062435","9","4","5","0"
"50062438","6","1","5","0"
"50062450","18","7","11","0"
"50062457","15","5","10","0"
"50062458","9","5","4","0"
"50062470","4","4","0","0"
"50062487","10","6","4","0"
"50062488","38","21","16","1"
"50062503","3","2","1","0"
"50062507","9","6","3","0"
"50062529","20","12","8","0"
"50062530","4","3","1","0"
"50062554","7","5","2","0"
"50062555","5","2","3","0"
"50062556","14","6","8","0"
"50062558","4","3","1","0"
"50062563","12","8","4","0"
"50062573","7","1","6","0"
"50062581","17","6","11","0"
"50062627","9","2","6","1"
"50062635","13","6","7","0"
"50062645","10","3","7","0"
"50062648","19","9","10","0"
"50062655","8","2","6","0"
"50062657","5","1","4","0"
"50062660","13","6","7","0"
"50062663","7","3","4","0"
"50062666","21","13","8","0"
"50062669","16","10","6","0"
"50062676","2","1","1","0"
"50062684","11","6","4","1"
"50062685","7","2","5","0"
"50062733","5","4","1","0"
"50062737","4","1","3","0"
"50062738","3","1","2","0"
"50062740","9","4","5","0"
"50062743","7","5","2","0"
"50062747","4","1","3","0"
"50062748","6","2","4","0"
"50062750","5","3","2","0"
"50062755","2","1","1","0"
"50062783","18","9","9","0"
"50062800","9","5","4","0"
"50062803","7","4","3","0"
"50062815","5","3","2","0"
"50062821","7","3","4","0"
"50062830","4","2","2","0"
"50062832","3","1","1","1"
"50062844","7","3","4","0"
"50062852","11","5","6","0"
"50062856","9","7","2","0"
"50062861","7","4","3","0"
"50062863","6","3","3","0"
"50062872","7","4","3","0"
"50062874","9","2","7","0"
"50062880","21","8","13","0"
"50062884","8","5","3","0"
"50062888","3","0","3","0"
"50062900","4","3","1","0"
"50062912","11","7","4","0"
"50062913","9","2","7","0"
"50062917","15","8","7","0"
"50062919","9","6","3","0"
"50062920","4","3","1","0"
"50062943","10","5","5","0"
"50062945","5","2","2","1"
"50062955","24","13","11","0"
"50062967","10","4","6","0"
"50062979","19","8","10","1"
"50062984","5","2","3","0"
"50062985","3","1","2","0"
"50062995","4","1","3","0"
"50063001","7","3","4","0"
"50063010","9","3","6","0"
"50063012","14","6","8","0"
"50063017","9","3","6","0"
"50063030","13","8","5","0"
"50063046","17","11","6","0"
"50063050","6","1","5","0"
"50063051","2","1","1","0"
"50063053","12","7","5","0"
"50063056","5","3","2","0"
"50063064","8","3","5","0"
"50063071","5","3","2","0"
"50063072","8","4","4","0"
"50063075","3","1","2","0"
"50063114","2","1","1","0"
"50063129","4","2","2","0"
"50063130","7","4","3","0"
"50063138","14","7","7","0"
"50063143","8","3","5","0"
"50063152","12","5","7","0"
"50063156","11","8","2","1"
"50063159","12","5","7","0"
"50063160","23","13","10","0"
"50063161","5","4","1","0"
"50063168","2","0","2","0"
"50063174","7","2","5","0"
"50063183","20","10","10","0"
"50063187","18","10","8","0"
"50063195","10","6","4","0"
"50063197","4","4","0","0"
"50063198","16","8","8","0"
"50063201","8","4","4","0"
"50063209","11","5","6","0"
"50063229","3","1","2","0"
"50063233","32","19","13","0"
"50063250","6","2","4","0"
"50063273","13","8","5","0"
"50063280","11","3","7","1"
"50063282","8","5","3","0"
"50063293","2","2","0","0"
"50063296","17","8","9","0"
"50063305","8","4","4","0"
"50063307","7","4","3","0"
"50063311","13","9","4","0"
"50063365","6","2","4","0"
"50063394","2","1","1","0"
"50063407","10","5","5","0"
"50063432","7","4","3","0"
"50063446","17","8","9","0"
"50063458","18","12","6","0"
"50063462","7","4","3","0"
"50063463","19","9","10","0"
"50063466","14","10","4","0"
"50063468","17","7","10","0"
"50063488","29","18","11","0"
"50063498","11","4","7","0"
"50063503","9","3","6","0"
"50063504","13","5","7","1"
"50063518","10","4","6","0"
"50063520","1","0","1","0"
"50063522","7","2","5","0"
"50063529","16","7","8","1"
"50063550","6","5","1","0"
"50063568","6","1","5","0"
"50063576","8","4","4","0"
"50063584","3","2","1","0"
"50063594","6","3","3","0"
"50063599","7","5","2","0"
"50063608","24","12","11","1"
"50063611","11","5","5","1"
"50063620","17","6","11","0"
"50063625","15","10","5","0"
"50063627","26","17","9","0"
"50063628","9","6","3","0"
"50063629","5","2","3","0"
"50063644","6","2","4","0"
"50063645","2","0","2","0"
"50063685","26","16","10","0"
"50063690","22","15","6","1"
"50063691","11","5","6","0"
"50063694","7","5","2","0"
"50063745","5","2","3","0"
"50063750","4","2","2","0"
"50063757","14","8","6","0"
"50063760","4","1","3","0"
"50063765","8","5","3","0"
"50063768","6","3","3","0"
"50063777","3","2","1","0"
"50063787","5","1","4","0"
"50063788","5","4","1","0"
"50063792","5","2","3","0"
"50063803","5","4","1","0"
"50063811","4","1","3","0"
"50063824","4","1","3","0"
"50063825","10","5","4","1"
"50063834","16","8","8","0"
"50063848","12","4","7","1"
"50063851","5","1","4","0"
"50063863","9","6","3","0"
"50063865","11","6","4","1"
"50063906","8","2","6","0"
"50063929","2","1","1","0"
"50063937","24","15","9","0"
"50063946","2","2","0","0"
"50063953","29","14","15","0"
"50063974","2","1","1","0"
"50063996","4","0","4","0"
"50064009","5","3","2","0"
"50064037","3","1","2","0"
"50064045","6","3","3","0"
"50064055","14","8","6","0"
"50064056","16","11","5","0"
"50064069","8","5","3","0"
"50064071","29","14","15","0"
"50064079","8","6","2","0"
"50064080","7","1","6","0"
"50064086","15","7","8","0"
"50064099","8","2","6","0"
"50064101","5","4","1","0"
"50064109","7","2","5","0"
"50064110","6","4","2","0"
"50064117","2","2","0","0"
"50064120","21","12","9","0"
"50064127","6","1","5","0"
"50064139","26","15","11","0"
"50064163","2","2","0","0"
"50064183","5","1","4","0"
"50064184","3","2","1","0"
"50064186","13","3","10","0"
"50064192","5","1","3","1"
"50064194","13","7","6","0"
"50064195","11","7","4","0"
"50064208","28","16","12","0"
"50064213","5","3","2","0"
"50064218","11","4","7","0"
"50064230","14","7","7","0"
"50064236","4","2","2","0"
"50064240","14","4","10","0"
"50064279","6","3","3","0"
"50064285","28","18","10","0"
"50064289","4","3","1","0"
"50064306","7","4","3","0"
"50064309","5","2","3","0"
"50064311","20","7","13","0"
"50064312","6","4","2","0"
"50064329","17","9","8","0"
"50064331","6","1","5","0"
"50064374","9","6","3","0"
"50064379","9","6","3","0"
"50064383","5","1","4","0"
"50064385","4","1","3","0"
"50064386","4","2","2","0"
"50064388","6","3","3","0"
"50064392","18","9","9","0"
"50064419","5","2","3","0"
"50064425","5","2","3","0"
"50064432","6","2","4","0"
"50064436","18","6","12","0"
"50064439","9","3","6","0"
"50064444","12","8","4","0"
"50064456","5","3","2","0"
"50064463","8","4","4","0"
"50064466","7","2","5","0"
"50064472","7","6","1","0"
"50064473","5","3","2","0"
"50064478","12","8","4","0"
"50064480","13","8","5","0"
"50064481","12","5","7","0"
"50064486","14","7","7","0"
"50064491","11","9","2","0"
"50064498","7","1","6","0"
"50064502","20","12","8","0"
"50064506","20","12","8","0"
"50064514","9","3","6","0"
"50064516","23","6","17","0"
"50064520","7","3","4","0"
"50064521","6","2","4","0"
"50064538","16","10","6","0"
"50064539","7","2","5","0"
"50064541","7","2","5","0"
"50064555","9","4","5","0"
"50064557","8","3","5","0"
"50064572","13","3","10","0"
"50064578","16","12","4","0"
"50064582","3","0","3","0"
"50064590","13","6","7","0"
"50064616","5","1","4","0"
"50064632","7","5","2","0"
"50064635","20","15","5","0"
"50064637","7","2","5","0"
"50064645","2","2","0","0"
"50064646","15","7","8","0"
"50064654","26","16","10","0"
"50064666","6","3","3","0"
"50064670","12","10","2","0"
"50064686","24","16","8","0"
"50064693","2","1","1","0"
"50064699","5","2","3","0"
"50064706","1","0","1","0"
"50064708","11","9","2","0"
"50064709","12","7","5","0"
"50064714","11","8","2","1"
"50064720","6","1","5","0"
"50064740","2","0","1","1"
"50064773","6","4","2","0"
"50064777","6","6","0","0"
"50064781","10","2","8","0"
"50064785","18","12","6","0"
"50064820","4","3","1","0"
"50064836","9","5","4","0"
"50064839","14","6","8","0"
"50064842","3","1","2","0"
"50064844","15","10","5","0"
"50064856","8","6","2","0"
"50064881","26","12","14","0"
"50064905","1","0","1","0"
"50064910","5","1","4","0"
"50064915","5","3","2","0"
"50064922","42","20","22","0"
"50064926","14","8","6","0"
"50064927","3","2","1","0"
"50064929","16","8","8","0"
"50064934","13","5","8","0"
"50064939","7","3","4","0"
"50064940","2","1","1","0"
"50064941","8","3","5","0"
"50064971","5","3","2","0"
"50064981","10","2","8","0"
"50064986","11","6","5","0"
"50065008","7","2","5","0"
"50065009","6","1","5","0"
"50065012","1","1","0","0"
"50065026","5","2","3","0"
"50065028","18","9","9","0"
"50065030","13","6","6","1"
"50065037","3","1","2","0"
"50065042","13","5","8","0"
"50065072","8","3","5","0"
"50065078","14","7","7","0"
"50065089","2","0","2","0"
"50065112","6","3","2","1"
"50065115","6","3","3","0"
"50065122","5","2","3","0"
"50065133","4","2","2","0"
"50065145","13","3","10","0"
"50065176","4","3","1","0"
"50065187","15","5","10","0"
"50065189","14","5","9","0"
"50065191","3","1","2","0"
"50065192","9","6","3","0"
"50065223","10","5","5","0"
"50065229","9","5","4","0"
"50065236","11","5","6","0"
"50065251","5","2","3","0"
"50065270","3","0","3","0"
"50065278","12","7","5","0"
"50065286","7","1","6","0"
"50065291","6","3","3","0"
"50065305","15","6","9","0"
"50065306","11","5","6","0"
"50065314","8","2","6","0"
"50065316","2","1","1","0"
"50065323","25","12","12","1"
"50065324","17","8","9","0"
"50065325","9","4","5","0"
"50065334","11","4","7","0"
"50065335","18","10","8","0"
"50065353","19","11","8","0"
"50065354","5","4","1","0"
"50065361","11","5","6","0"
"50065363","11","6","5","0"
"50065367","5","4","1","0"
"50065376","5","2","3","0"
"50065377","6","2","4","0"
"50065381","8","6","2","0"
"50065407","9","4","5","0"
"50065408","22","14","8","0"
"50065412","15","7","8","0"
"50065420","11","6","4","1"
"50065427","16","4","12","0"
"50065428","5","2","3","0"
"50065446","15","5","10","0"
"50065451","5","2","3","0"
"50065453","7","4","3","0"
"50065459","7","4","3","0"
"50065460","12","4","8","0"
"50065464","8","5","3","0"
"50065482","7","2","5","0"
"50065488","4","3","1","0"
"50065499","9","5","3","1"
"50065502","11","3","8","0"
"50065505","10","7","3","0"
"50065528","11","6","5","0"
"50065534","26","17","9","0"
"50065563","14","9","3","2"
"50065564","9","3","6","0"
"50065575","18","7","11","0"
"50065580","4","1","3","0"
"50065582","35","16","19","0"
"50065595","12","6","6","0"
"50065598","8","3","5","0"
"50065601","4","1","3","0"
"50065634","6","1","5","0"
"50065637","12","4","7","1"
"50065639","5","3","1","1"
"50065644","19","10","9","0"
"50065649","6","4","2","0"
"50065655","9","3","6","0"
"50065660","6","3","3","0"
"50065664","16","10","6","0"
"50065667","8","5","3","0"
"50065671","4","2","2","0"
"50065679","13","4","9","0"
"50065680","2","1","1","0"
"50065683","7","3","4","0"
"50065684","12","9","3","0"
"50065693","4","4","0","0"
"50065695","34","21","13","0"
"50065696","10","6","4","0"
"50065703","3","1","2","0"
"50065723","5","3","2","0"
"50065726","14","3","11","0"
"50065727","14","3","11","0"
"50065733","18","8","10","0"
"50065747","6","4","2","0"
"50065774","7","4","3","0"
"50065807","10","4","6","0"
"50065809","3","1","2","0"
"50065815","11","6","5","0"
"50065818","9","6","3","0"
"50065822","24","12","12","0"
"50065825","15","9","6","0"
"50065831","15","11","4","0"
"50065845","12","5","7","0"
"50065848","13","7","6","0"
"50065863","1","0","1","0"
"50065875","8","5","3","0"
"50065876","5","3","2","0"
"50065887","13","5","8","0"
"50065904","15","7","8","0"
"50065906","9","7","2","0"
"50065912","4","1","3","0"
"50065915","14","7","5","2"
"50065931","10","0","10","0"
"50065937","4","1","3","0"
"50065952","3","1","2","0"
"50065956","4","1","3","0"
"50065958","7","2","5","0"
"50065959","3","2","1","0"
"50065978","5","2","3","0"
"50065982","21","15","6","0"
"50065986","6","3","3","0"
"50065990","23","15","8","0"
"50066022","17","8","9","0"
"50066027","15","8","7","0"
"50066030","9","4","5","0"
"50066038","37","25","12","0"
"50066048","4","2","2","0"
"50066049","6","1","5","0"
"50066056","12","4","8","0"
"50066064","1","1","0","0"
"50066065","5","3","2","0"
"50066069","16","7","8","1"
"50066073","8","3","5","0"
"50066076","11","4","7","0"
"50066093","14","7","7","0"
"50066094","11","7","4","0"
"50066104","13","8","5","0"
"50066109","15","10","5","0"
"50066120","6","4","2","0"
"50066122","21","10","11","0"
"50066129","36","21","15","0"
"50066139","29","18","11","0"
"50066146","4","3","1","0"
"50066181","7","3","4","0"
"50066194","10","3","7","0"
"50066216","6","1","5","0"
"50066219","6","3","3","0"
"50066221","17","7","10","0"
"50066222","7","2","5","0"
"50066224","5","3","2","0"
"50066226","2","0","2","0"
"50066229","15","6","9","0"
"50066230","19","8","11","0"
"50066240","19","11","8","0"
"50066244","1","1","0","0"
"50066247","9","4","5","0"
"50066276","15","6","9","0"
"50066286","33","15","18","0"
"50066289","10","4","6","0"
"50066293","7","3","4","0"
"50066298","1","1","0","0"
"50066300","14","5","9","0"
"50066301","7","3","4","0"
"50066314","9","7","2","0"
"50066319","17","4","13","0"
"50066323","18","6","12","0"
"50066345","25","15","10","0"
"50066349","25","11","14","0"
"50066350","6","3","3","0"
"50066355","6","2","4","0"
"50066372","14","6","8","0"
"50066376","4","1","3","0"
"50066378","9","3","6","0"
"50066387","8","2","6","0"
"50066388","13","7","6","0"
"50066399","4","2","2","0"
"50066403","4","1","3","0"
"50066413","15","9","6","0"
"50066414","12","7","5","0"
"50066417","11","5","6","0"
"50066444","5","1","4","0"
"50066450","15","8","7","0"
"50066453","11","6","5","0"
"50066463","5","2","3","0"
"50066469","14","8","6","0"
"50066473","23","15","8","0"
"50066476","27","14","13","0"
"50066500","6","2","4","0"
"50066505","3","2","1","0"
"50066506","3","3","0","0"
"50066537","3","1","2","0"
"50066542","9","6","3","0"
"50066549","6","4","2","0"
"50066554","20","11","9","0"
"50066563","15","6","9","0"
"50066588","17","8","9","0"
"50066618","3","2","1","0"
"50066620","13","6","7","0"
"50066621","4","3","1","0"
"50066640","3","1","2","0"
"50066644","17","10","7","0"
"50066651","9","3","6","0"
"50066655","7","2","5","0"
"50066664","11","3","8","0"
"50066680","23","13","10","0"
"50066689","34","17","17","0"
"50066692","7","2","5","0"
"50066704","8","1","7","0"
"50066712","3","2","1","0"
"50066715","7","2","5","0"
"50066744","7","4","3","0"
"50066747","18","4","14","0"
"50066748","8","2","6","0"
"50066749","4","2","2","0"
"50066757","25","12","13","0"
"50066778","36","25","11","0"
"50066796","10","4","6","0"
"50066806","5","2","3","0"
"50066811","10","6","4","0"
"50066830","5","2","3","0"
"50066834","15","10","5","0"
"50066835","6","4","2","0"
"50066837","16","12","4","0"
"50066840","5","4","1","0"
"50066843","3","2","1","0"
"50066854","5","1","4","0"
"50066879","10","7","3","0"
"50066881","9","2","7","0"
"50066894","7","1","6","0"
"50066895","4","2","2","0"
"50066902","12","6","6","0"
"50066911","23","6","17","0"
"50066921","15","11","4","0"
"50066922","10","4","6","0"
"50066927","9","3","6","0"
"50066929","6","4","2","0"
"50066938","44","26","17","1"
"50066944","27","9","18","0"
"50066976","4","1","3","0"
"50066987","23","9","14","0"
"50066991","12","8","4","0"
"50067001","2","2","0","0"
"50067016","17","7","10","0"
"50067022","7","5","2","0"
"50067032","5","1","4","0"
"50067033","16","5","11","0"
"50067036","6","2","4","0"
"50067048","7","2","5","0"
"50067070","7","4","3","0"
"50067074","10","6","3","1"
"50067088","13","5","8","0"
"50067103","6","3","3","0"
"50067105","5","3","2","0"
"50067107","10","4","6","0"
"50067113","24","14","10","0"
"50067128","20","13","7","0"
"50067135","5","3","2","0"
"50067153","14","6","8","0"
"50067182","10","6","4","0"
"50067198","8","5","3","0"
"50067221","13","8","5","0"
"50067224","11","7","4","0"
"50067236","5","1","4","0"
"50067239","4","1","3","0"
"50067241","5","1","4","0"
"50067245","17","8","9","0"
"50067247","4","0","4","0"
"50067248","7","2","4","1"
"50067250","3","2","1","0"
"50067257","9","4","5","0"
"50067267","16","9","7","0"
"50067278","9","5","4","0"
"50067280","38","27","11","0"
"50067281","5","2","3","0"
"50067288","11","6","5","0"
"50067297","10","4","5","1"
"50067310","8","3","5","0"
"50067314","32","20","12","0"
"50067332","25","15","10","0"
"50067362","9","7","2","0"
"50067382","5","2","3","0"
"50067394","8","3","5","0"
"50067401","18","10","7","1"
"50067408","6","4","2","0"
"50067421","17","6","11","0"
"50067423","8","4","4","0"
"50067426","8","3","5","0"
"50067429","5","3","2","0"
"50067439","7","0","7","0"
"50067445","23","15","8","0"
"50067454","8","4","4","0"
"50067461","8","5","3","0"
"50067469","10","5","5","0"
"50067482","11","7","4","0"
"50067483","7","4","3","0"
"50067499","1","0","1","0"
"50067501","11","8","3","0"
"50067502","6","3","3","0"
"50067509","6","3","3","0"
"50067510","5","3","2","0"
"50067514","3","1","2","0"
"50067554","4","1","3","0"
"50067555","34","24","10","0"
"50067556","3","0","3","0"
"50067577","14","10","4","0"
"50067580","25","13","12","0"
"50067605","10","6","4","0"
"50067617","24","18","5","1"
"50067618","7","5","2","0"
"50067622","33","17","16","0"
"50067629","15","6","9","0"
"50067634","9","5","4","0"
"50067635","19","11","8","0"
"50067636","3","1","2","0"
"50067637","18","9","9","0"
"50067638","4","2","2","0"
"50067644","11","6","5","0"
"50067646","28","14","14","0"
"50067652","4","3","1","0"
"50067656","9","2","7","0"
"50067666","19","6","12","1"
"50067667","4","2","2","0"
"50067671","11","5","6","0"
"50067676","9","6","3","0"
"50067678","2","0","2","0"
"50067685","14","8","6","0"
"50067686","32","13","19","0"
"50067687","12","7","5","0"
"50067688","12","6","6","0"
"50067695","12","8","4","0"
"50067708","10","5","5","0"
"50067717","5","3","2","0"
"50067730","4","1","3","0"
"50067743","6","5","1","0"
"50067755","13","7","6","0"
"50067762","12","8","4","0"
"50067775","5","1","4","0"
"50067780","8","6","2","0"
"50067786","5","3","2","0"
"50067792","4","0","4","0"
"50067806","3","1","2","0"
"50067813","5","3","2","0"
"50067814","4","2","2","0"
"50067815","14","5","9","0"
"50067828","3","1","2","0"
"50067841","7","2","5","0"
"50067857","9","4","5","0"
"50067901","13","7","6","0"
"50067902","3","1","2","0"
"50067908","16","9","7","0"
"50067909","7","2","5","0"
"50067910","12","6","6","0"
"50067913","5","2","3","0"
"50067914","2","1","1","0"
"50067916","7","3","4","0"
"50067926","23","14","9","0"
"50067927","4","1","3","0"
"50067941","4","0","4","0"
"50067950","23","16","7","0"
"50067953","7","6","1","0"
"50067958","13","7","6","0"
"50067964","15","7","8","0"
"50067972","7","3","4","0"
"50067973","7","1","6","0"
"50067975","5","2","3","0"
"50067977","3","1","2","0"
"50067978","6","5","1","0"
"50067979","11","8","3","0"
"50067994","16","7","9","0"
"50068014","12","8","4","0"
"50068017","8","4","4","0"
"50068059","8","5","3","0"
"50068060","22","9","13","0"
"50068069","11","3","8","0"
"50068074","10","4","6","0"
"50068078","4","1","3","0"
"50068083","19","13","6","0"
"50068084","17","10","7","0"
"50068085","30","15","15","0"
"50068093","8","4","4","0"
"50068109","3","2","1","0"
"50068116","8","3","5","0"
"50068126","8","3","5","0"
"50068148","6","3","3","0"
"50068152","4","1","3","0"
"50068154","13","9","4","0"
"50068160","9","5","4","0"
"50068163","15","6","9","0"
"50068183","43","26","16","1"
"50068186","5","2","3","0"
"50068189","4","2","2","0"
"50068190","2","1","1","0"
"50068193","6","3","3","0"
"50068205","7","2","5","0"
"50068217","26","15","11","0"
"50068226","6","3","3","0"
"50068228","7","7","0","0"
"50068238","5","3","2","0"
"50068243","4","2","2","0"
"50068251","7","3","4","0"
"50068252","20","12","8","0"
"50068253","24","11","13","0"
"50068260","15","7","8","0"
"50068271","7","3","4","0"
"50068274","6","1","5","0"
"50068284","13","6","7","0"
"50068305","24","14","10","0"
"50068320","24","12","12","0"
"50068327","8","4","4","0"
"50068334","14","9","5","0"
"50068339","7","1","6","0"
"50068340","8","3","5","0"
"50068343","4","2","2","0"
"50068357","4","1","3","0"
"50068366","14","7","6","1"
"50068374","4","1","3","0"
"50068389","11","3","8","0"
"50068391","20","10","10","0"
"50068443","22","13","9","0"
"50068448","10","7","3","0"
"50068493","7","2","5","0"
"50068498","10","5","5","0"
"50068499","9","6","3","0"
"50068505","16","8","8","0"
"50068508","4","1","3","0"
"50068537","11","7","4","0"
"50068543","8","4","4","0"
"50068545","7","5","2","0"
"50068546","17","8","9","0"
"50068559","21","12","8","1"
"50068567","5","4","1","0"
"50068576","10","4","6","0"
"50068577","8","2","6","0"
"50068583","12","7","5","0"
"50068584","6","4","2","0"
"50068621","3","0","3","0"
"50068625","5","1","4","0"
"50068643","7","4","3","0"
"50068646","29","15","14","0"
"50068651","3","2","1","0"
"50068674","30","14","16","0"
"50068695","7","3","4","0"
"50068727","12","8","4","0"
"50068736","6","4","1","1"
"50068737","7","3","4","0"
"50068743","27","17","9","1"
"50068746","5","3","2","0"
"50068749","15","10","5","0"
"50068762","8","4","4","0"
"50068816","7","4","3","0"
"50068836","11","4","7","0"
"50068847","22","8","14","0"
"50068854","19","12","7","0"
"50068855","13","7","6","0"
"50068860","16","6","10","0"
"50068868","4","3","1","0"
"50068911","7","4","3","0"
"50068912","1","1","0","0"
"50068945","3","0","2","1"
"50068948","5","1","4","0"
"50068980","19","8","11","0"
"50068985","11","8","3","0"
"50068986","3","2","1","0"
"50068987","8","4","4","0"
"50068988","6","4","2","0"
"50068990","5","1","4","0"
"50068991","7","2","5","0"
"50069016","23","9","14","0"
"50069021","14","7","7","0"
"50069033","18","13","5","0"
"50069039","9","5","4","0"
"50069047","19","8","11","0"
"50069064","7","1","6","0"
"50069068","20","10","8","2"
"50069069","4","2","2","0"
"50069070","7","2","5","0"
"50069122","17","9","8","0"
"50069127","4","3","1","0"
"50069152","3","0","3","0"
"50069153","10","2","8","0"
"50069167","18","14","4","0"
"50069179","14","5","9","0"
"50069187","6","2","4","0"
"50069194","2","1","1","0"
"50069218","3","2","1","0"
"50069245","7","3","4","0"
"50069252","16","11","5","0"
"50069320","10","6","4","0"
"50069327","15","7","8","0"
"50069329","6","2","4","0"
"50069337","5","2","3","0"
"50069362","13","6","7","0"
"50069376","28","16","12","0"
"50069385","11","4","6","1"
"50069415","3","1","2","0"
"50069432","31","18","13","0"
"50069439","11","6","5","0"
"50069442","19","9","10","0"
"50069475","5","3","2","0"
"50069478","5","3","2","0"
"50069481","16","10","6","0"
"50069505","15","5","10","0"
"50069510","13","7","6","0"
"50069517","6","4","2","0"
"50069519","11","3","8","0"
"50069532","10","6","4","0"
"50069543","32","19","13","0"
"50069545","3","1","2","0"
"50069560","9","6","3","0"
"50069570","4","2","2","0"
"50069583","23","16","7","0"
"50069592","8","2","5","1"
"50069593","23","7","15","1"
"50069597","7","3","4","0"
"50069599","12","7","5","0"
"50069610","7","3","4","0"
"50069635","6","4","2","0"
"50069636","8","2","6","0"
"50069643","9","4","5","0"
"50069648","8","2","6","0"
"50069653","18","9","9","0"
"50069657","11","7","4","0"
"50069659","2","2","0","0"
"50069660","3","2","1","0"
"50069662","7","3","4","0"
"50069666","22","14","8","0"
"50069669","4","1","3","0"
"50069682","16","8","8","0"
"50069684","11","6","5","0"
"50069698","7","3","4","0"
"50069708","11","8","3","0"
"50069717","5","2","3","0"
"50069729","12","9","3","0"
"50069736","6","5","1","0"
"50069752","9","2","7","0"
"50069755","8","4","4","0"
"50069760","19","9","9","1"
"50069761","8","2","6","0"
"50069763","29","19","10","0"
"50069764","9","3","6","0"
"50069801","13","7","6","0"
"50069802","11","5","6","0"
"50069805","9","4","5","0"
"50069816","6","3","3","0"
"50069838","8","5","3","0"
"50069847","15","8","7","0"
"50069855","4","2","2","0"
"50069856","9","5","4","0"
"50069859","6","3","3","0"
"50069861","6","2","4","0"
"50069883","6","3","3","0"
"50069884","8","2","6","0"
"50069897","11","5","6","0"
"50069904","3","2","1","0"
"50069910","10","5","5","0"
"50069918","11","3","8","0"
"50069920","10","8","2","0"
"50069921","6","2","4","0"
"50069922","11","5","6","0"
"50069925","21","15","6","0"
"50069930","4","2","2","0"
"50069931","5","2","3","0"
"50069932","5","3","2","0"
"50069935","5","3","2","0"
"50069955","7","2","5","0"
"50069956","4","3","1","0"
"50069957","8","4","4","0"
"50069967","1","0","1","0"
"50069989","8","2","6","0"
"50069991","6","3","3","0"
"50070005","13","8","5","0"
"50070016","2","2","0","0"
"50070020","17","11","6","0"
"50070029","4","0","4","0"
"50070032","25","13","12","0"
"50070042","5","2","3","0"
"50070043","12","6","6","0"
"50070055","8","4","4","0"
"50070060","5","3","2","0"
"50070066","4","1","3","0"
"50070068","7","5","2","0"
"50070070","6","3","3","0"
"50070079","15","8","7","0"
"50070082","5","0","5","0"
"50070083","7","5","2","0"
"50070089","23","11","12","0"
"50070093","38","23","15","0"
"50070118","9","4","5","0"
"50070120","8","3","5","0"
"50070132","13","5","8","0"
"50070146","4","3","1","0"
"50070149","19","11","7","1"
"50070157","29","20","9","0"
"50070161","5","3","2","0"
"50070163","11","9","2","0"
"50070170","20","13","7","0"
"50070177","9","4","5","0"
"50070180","5","2","3","0"
"50070184","15","5","10","0"
"50070188","6","4","2","0"
"50070198","10","2","8","0"
"50070200","15","11","4","0"
"50070203","16","7","9","0"
"50070205","7","3","4","0"
"50070206","17","9","7","1"
"50070212","10","4","6","0"
"50070213","11","6","5","0"
"50070217","8","3","5","0"
"50070220","4","1","3","0"
"50070225","6","4","2","0"
"50070251","5","3","2","0"
"50070257","13","7","6","0"
"50070258","11","5","6","0"
"50070260","7","2","5","0"
"50070263","11","6","5","0"
"50070271","5","2","3","0"
"50070272","5","1","4","0"
"50070273","8","2","6","0"
"50070277","2","1","1","0"
"50070279","3","1","2","0"
"50070280","17","5","12","0"
"50070285","2","1","1","0"
"50070287","4","2","2","0"
"50070291","13","6","7","0"
