"CAMIS","Total","Critical","Not Critical","Not Applicable"
"41583463","6","5","1","0"
"41583495","4","1","3","0"
"41583557","7","5","2","0"
"41583613","14","7","7","0"
"41583757","11","5","6","0"
"41583783","3","2","1","0"
"41584120","3","1","2","0"
"41584296","15","7","8","0"
"41584432","12","4","8","0"
"41584558","11","3","8","0"
"41584647","7","4","3","0"
"41584677","5","3","2","0"
"41584936","15","10","5","0"
"41585053","6","3","3","0"
"41585425","8","1","7","0"
"41585435","18","9","9","0"
"41585567","8","6","2","0"
"41585575","10","8","2","0"
"41585586","22","15","7","0"
"41585806","24","9","15","0"
"41586126","15","9","6","0"
"41586172","19","12","7","0"
"41586213","7","5","2","0"
"41586283","22","15","7","0"
"41586344","2","0","0","2"
"41586885","7","2","5","0"
"41587147","3","1","2","0"
"41587257","12","5","7","0"
"41587378","11","3","7","1"
"41587630","4","1","3","0"
"41587706","1","0","1","0"
"41588040","16","9","7","0"
"41588059","20","12","8","0"
"41588095","11","4","7","0"
"41588320","2","1","1","0"
"41588604","7","2","5","0"
"41588813","7","4","3","0"
"41588814","17","8","9","0"
"41589248","11","6","5","0"
"41589254","5","0","5","0"
"41589349","9","5","4","0"
"41589520","13","7","6","0"
"41589635","10","6","4","0"
"41589950","26","17","9","0"
"41590317","5","1","4","0"
"41590515","9","5","4","0"
"41590644","5","2","3","0"
"41590665","10","5","5","0"
"41590795","11","1","9","1"
"41590819","12","5","7","0"
"41591008","6","2","4","0"
"41591015","5","3","2","0"
"41591198","2","1","1","0"
"41591264","6","4","2","0"
"41591307","6","2","4","0"
"41591310","4","0","4","0"
"41591336","13","7","6","0"
"41591363","5","1","4","0"
"41591382","12","3","9","0"
"41591385","4","2","2","0"
"41591414","3","1","2","0"
"41591436","14","8","6","0"
"41591580","5","2","3","0"
"41591687","14","6","8","0"
"41591881","14","8","6","0"
"41591999","7","3","4","0"
"41592029","11","8","3","0"
"41592595","4","1","3","0"
"41592830","7","3","4","0"
"41593113","7","2","5","0"
"41593277","4","4","0","0"
"41593479","28","20","8","0"
"41593541","32","21","10","1"
"41593751","23","17","6","0"
"41594064","7","5","2","0"
"41594371","7","4","3","0"
"41594415","20","12","8","0"
"41594504","5","3","2","0"
"41594624","7","4","3","0"
"41594669","4","3","1","0"
"41594717","6","2","4","0"
"41594766","2","1","1","0"
"41594796","14","4","10","0"
"41594807","15","10","5","0"
"41594856","5","2","3","0"
"41594882","12","7","5","0"
"41594948","17","8","9","0"
"41594950","5","2","3","0"
"41595076","5","2","3","0"
"41595314","20","11","9","0"
"41595437","3","1","2","0"
"41595453","4","2","2","0"
"41595474","4","2","2","0"
"41595491","3","1","2","0"
"41595573","19","13","6","0"
"41595614","17","9","8","0"
"41595841","14","7","7","0"
"41595904","15","6","9","0"
"41595963","11","4","7","0"
"41596469","8","1","7","0"
"41596546","20","8","12","0"
"41596558","18","9","9","0"
"41596604","6","2","4","0"
"41596694","15","6","9","0"
"41597047","13","9","4","0"
"41597054","10","6","4","0"
"41597456","6","3","3","0"
"41597632","11","7","4","0"
"41597839","15","9","6","0"
"41597918","11","6","5","0"
"41598063","15","9","6","0"
"41598066","11","6","5","0"
"41598070","7","1","6","0"
"41598286","7","2","5","0"
"41598329","9","5","4","0"
"41598620","15","6","9","0"
"41598755","12","7","5","0"
"41598915","7","1","6","0"
"41598963","11","5","6","0"
"41598995","22","8","14","0"
"41599083","16","8","8","0"
"41599164","13","6","7","0"
"41599169","14","5","9","0"
"41599272","8","3","5","0"
"41599530","6","2","4","0"
"41599675","10","4","6","0"
"41599878","9","6","3","0"
"41600011","7","4","3","0"
"41600154","6","0","6","0"
"41600159","13","6","7","0"
"41600160","4","1","3","0"
"41600223","15","8","7","0"
"41600331","7","3","4","0"
"41600457","30","16","14","0"
"41600495","14","6","8","0"
"41600621","8","4","4","0"
"41600677","24","10","14","0"
"41600704","1","1","0","0"
"41600900","7","4","3","0"
"41601082","3","1","2","0"
"41601321","20","10","10","0"
"41601438","19","10","9","0"
"41601496","7","5","2","0"
"41601534","4","3","1","0"
"41601611","7","3","4","0"
"41601678","2","1","1","0"
"41601770","15","9","6","0"
"41601943","14","4","10","0"
"41602143","7","5","2","0"
"41602165","8","5","3","0"
"41602357","7","4","3","0"
"41602382","2","1","1","0"
"41602484","11","6","5","0"
"41602657","5","2","3","0"
"41602875","12","5","7","0"
"41603124","18","7","10","1"
"41603129","9","5","4","0"
"41603147","5","2","3","0"
"41603186","5","1","4","0"
"41603367","7","6","1","0"
"41603460","13","6","6","1"
"41603616","14","6","8","0"
"41603622","7","4","3","0"
"41603722","10","3","7","0"
"41603858","22","12","10","0"
"41604013","3","0","3","0"
"41604098","24","12","12","0"
"41604438","5","3","2","0"
"41604442","11","7","4","0"
"41604541","15","5","10","0"
"41604543","4","3","1","0"
"41604545","8","2","6","0"
"41604594","15","9","6","0"
"41604710","14","2","12","0"
"41604732","14","5","9","0"
"41604933","5","2","3","0"
"41605026","7","4","3","0"
"41605053","35","18","17","0"
"41605054","19","12","7","0"
"41605185","1","0","1","0"
"41605223","4","3","1","0"
"41605297","2","2","0","0"
"41605705","5","2","3","0"
"41605850","15","10","5","0"
"41605861","6","3","3","0"
"41605870","14","5","9","0"
"41606045","15","9","6","0"
"41606171","18","6","12","0"
"41606173","5","1","4","0"
"41606730","6","4","2","0"
"41606738","1","1","0","0"
"41606966","4","4","0","0"
"41607387","4","1","3","0"
"41607653","7","5","2","0"
"41607795","17","10","7","0"
"41607908","9","5","4","0"
"41608024","21","10","11","0"
"41608200","8","2","6","0"
"41608360","8","2","6","0"
"41608382","9","4","5","0"
"41608718","18","11","7","0"
"41608757","5","2","3","0"
"41608825","6","2","4","0"
"41608836","12","5","7","0"
"41608854","28","20","8","0"
"41608858","23","9","13","1"
"41608874","10","6","4","0"
"41608985","16","11","5","0"
"41609062","20","14","6","0"
"41609186","10","2","8","0"
"41609204","18","9","9","0"
"41609414","11","4","7","0"
"41609430","8","5","3","0"
"41609622","5","1","4","0"
"41610164","6","2","4","0"
"41610168","3","1","2","0"
"41610260","25","12","13","0"
"41610725","10","6","4","0"
"41610749","14","12","2","0"
"41610874","7","2","5","0"
"41611217","4","2","2","0"
"41611253","8","6","2","0"
"41611347","6","3","3","0"
"41611381","6","3","3","0"
"41611654","4","1","3","0"
"41611658","6","2","4","0"
"41611664","10","6","4","0"
"41611667","2","0","2","0"
"41611674","5","4","1","0"
"41611678","3","1","2","0"
"41611680","7","3","4","0"
"41611698","5","1","4","0"
"41611699","8","1","7","0"
"41611705","9","3","6","0"
"41611708","7","4","3","0"
"41611709","12","5","7","0"
"41611717","5","2","3","0"
"41611718","4","1","3","0"
"41611720","3","1","2","0"
"41611725","3","0","3","0"
"41611726","3","0","3","0"
"41611745","4","1","3","0"
"41611748","3","1","2","0"
"41611854","9","4","5","0"
"41611858","3","2","1","0"
"41611875","8","3","5","0"
"41611968","5","1","4","0"
"41611969","9","4","5","0"
"41612074","3","1","2","0"
"41612080","12","5","7","0"
"41612212","5","1","4","0"
"41612260","22","15","7","0"
"41612393","15","8","7","0"
"41612461","15","9","5","1"
"41612487","16","7","9","0"
"41612489","8","5","3","0"
"41612549","29","14","15","0"
"41612554","12","6","5","1"
"41612730","12","5","7","0"
"41612972","7","2","5","0"
"41613016","7","1","6","0"
"41613057","11","6","5","0"
"41613203","13","4","9","0"
"41613806","10","5","5","0"
"41613938","4","2","2","0"
"41614152","20","13","7","0"
"41614161","15","6","9","0"
"41614202","9","3","6","0"
"41614210","9","3","6","0"
"41614214","12","6","6","0"
"41614438","12","6","6","0"
"41614445","13","6","7","0"
"41614531","8","4","3","1"
"41614537","10","4","6","0"
"41614624","4","3","1","0"
"41614718","6","5","1","0"
"41615012","9","6","3","0"
"41615149","17","8","9","0"
"41615257","12","7","5","0"
"41615281","8","3","5","0"
"41615430","1","0","1","0"
"41615445","23","12","11","0"
"41615635","19","13","6","0"
"41615714","6","1","5","0"
"41615845","7","2","5","0"
"41615913","21","11","10","0"
"41615937","9","5","4","0"
"41615946","9","7","2","0"
"41615961","33","20","13","0"
"41616073","9","5","4","0"
"41616112","7","4","3","0"
"41616179","20","9","11","0"
"41616408","9","2","7","0"
"41616416","17","8","9","0"
"41616526","3","2","1","0"
"41616574","1","1","0","0"
"41616953","8","2","6","0"
"41617076","16","7","9","0"
"41617210","12","7","5","0"
"41617279","6","3","3","0"
"41617345","7","5","2","0"
"41617347","5","2","3","0"
"41617354","15","7","8","0"
"41617359","9","4","5","0"
"41617377","4","0","4","0"
"41617387","4","1","2","1"
"41617392","15","11","4","0"
"41617404","4","2","2","0"
"41617534","9","4","5","0"
"41617538","9","2","7","0"
"41617855","23","13","10","0"
"41617871","4","3","1","0"
"41617898","7","2","5","0"
"41618158","9","4","5","0"
"41618219","9","4","5","0"
"41618228","8","4","4","0"
"41618266","12","6","6","0"
"41618267","3","2","1","0"
"41618312","8","2","6","0"
"41618388","5","4","1","0"
"41618394","7","3","4","0"
"41618541","19","11","8","0"
"41618586","2","2","0","0"
"41618609","6","2","4","0"
"41618840","17","10","7","0"
"41618871","6","3","3","0"
"41619055","16","10","6","0"
"41619116","10","2","8","0"
"41619192","11","7","4","0"
"41619654","9","3","6","0"
"41619698","11","4","7","0"
"41619708","2","2","0","0"
"41619938","10","5","4","1"
"41619957","30","20","10","0"
"41620030","8","2","6","0"
"41620090","8","3","5","0"
"41620128","12","5","7","0"
"41620203","8","4","4","0"
"41620241","10","6","4","0"
"41620272","30","14","16","0"
"41620293","5","3","2","0"
"41620301","37","20","16","1"
"41620314","8","2","6","0"
"41620315","10","3","7","0"
"41620333","7","3","4","0"
"41620437","10","4","6","0"
"41620607","11","2","9","0"
"41620680","4","2","2","0"
"41620905","2","1","1","0"
"41621139","17","11","6","0"
"41621218","3","3","0","0"
"41621240","3","2","1","0"
"41621477","5","3","2","0"
"41621699","22","12","9","1"
"41621706","6","1","5","0"
"41621748","5","1","4","0"
"41621807","10","4","6","0"
"41622411","9","5","3","1"
"41622533","8","4","4","0"
"41622577","14","6","8","0"
"41622578","7","3","4","0"
"41622588","4","0","4","0"
"41622635","14","8","6","0"
"41622842","21","12","9","0"
"41622870","25","11","14","0"
"41622930","5","2","3","0"
"41623174","15","7","8","0"
"41623184","16","6","10","0"
"41623217","5","0","4","1"
"41623260","5","4","1","0"
"41623268","14","7","7","0"
"41623317","5","1","4","0"
"41623363","7","0","7","0"
"41623468","12","4","8","0"
"41623475","11","3","8","0"
"41623532","10","4","6","0"
"41623543","10","5","4","1"
"41623638","9","5","4","0"
"41623737","9","6","3","0"
"41623743","13","7","6","0"
"41623838","20","9","11","0"
"41624263","5","2","3","0"
"41624356","16","10","6","0"
"41624508","11","5","6","0"
"41624530","29","18","11","0"
"41624665","6","3","3","0"
"41624715","8","5","2","1"
"41624865","7","3","4","0"
"41624996","29","16","13","0"
"41625013","7","4","3","0"
"41625139","7","4","3","0"
"41625562","8","2","6","0"
"41625654","6","4","2","0"
"41625945","10","4","6","0"
"41625990","5","3","2","0"
"41626009","2","1","1","0"
"41626013","7","3","4","0"
"41626109","14","6","8","0"
"41626403","4","3","1","0"
"41626556","13","4","9","0"
"41626630","13","6","7","0"
"41626713","8","4","4","0"
"41626723","9","6","3","0"
"41626743","15","9","6","0"
"41626762","4","4","0","0"
"41626893","9","4","5","0"
"41627061","6","5","1","0"
"41627123","13","4","9","0"
"41627133","7","4","3","0"
"41627202","8","2","6","0"
"41627217","19","9","10","0"
"41627290","9","5","4","0"
"41627315","4","1","2","1"
"41627318","3","1","2","0"
"41627325","13","7","6","0"
"41627341","8","5","3","0"
"41627484","17","9","8","0"
"41627520","20","7","13","0"
"41627762","7","1","6","0"
"41627769","10","3","7","0"
"41627819","11","8","3","0"
"41627949","13","7","6","0"
"41627984","18","10","7","1"
"41627996","17","11","6","0"
"41628099","26","10","15","1"
"41628216","30","15","15","0"
"41628343","8","5","3","0"
"41628404","14","8","6","0"
"41628517","7","5","2","0"
"41628608","14","8","5","1"
"41628619","31","17","14","0"
"41628657","6","1","5","0"
"41628872","9","7","2","0"
"41628876","24","13","10","1"
"41629000","14","6","8","0"
"41629073","13","7","6","0"
"41629114","22","12","10","0"
"41629130","11","7","4","0"
"41629135","12","4","8","0"
"41629150","20","12","8","0"
"41629167","8","5","3","0"
"41629218","12","7","5","0"
"41629235","23","12","11","0"
"41629236","8","4","4","0"
"41629298","6","2","4","0"
"41629335","4","0","4","0"
"41629524","3","3","0","0"
"41629572","2","1","1","0"
"41629592","4","0","4","0"
"41629609","20","12","8","0"
"41629672","4","3","1","0"
"41629686","8","5","3","0"
"41629692","2","1","1","0"
"41629699","5","2","3","0"
"41629759","36","22","14","0"
"41629811","8","4","4","0"
"41629883","11","6","5","0"
"41629922","7","6","1","0"
"41629960","11","6","5","0"
"41630060","13","6","7","0"
"41630064","9","5","4","0"
"41630095","8","4","4","0"
"41630103","19","10","9","0"
"41630104","24","14","10","0"
"41630109","9","4","5","0"
"41630124","13","4","9","0"
"41630202","4","1","2","1"
"41630209","7","5","2","0"
"41630358","8","6","2","0"
"41630561","8","5","3","0"
"41630613","5","0","5","0"
"41630803","9","4","5","0"
"41630837","7","4","3","0"
"41630891","16","10","6","0"
"41630917","19","8","11","0"
"41630950","5","2","3","0"
"41631052","21","11","9","1"
"41631065","9","7","2","0"
"41631223","2","1","1","0"
"41631242","7","5","2","0"
"41631331","6","2","4","0"
"41631374","1","1","0","0"
"41631435","11","6","5","0"
"41631475","17","9","8","0"
"41631487","19","10","9","0"
"41631538","13","9","4","0"
"41631630","9","5","4","0"
"41631713","14","8","6","0"
"41631799","10","6","4","0"
"41631965","5","3","2","0"
"41632039","17","14","3","0"
"41632050","17","10","7","0"
"41632118","3","1","2","0"
"41632211","23","17","6","0"
"41632272","8","5","3","0"
"41632319","4","2","2","0"
"41632471","18","9","9","0"
"41632513","6","3","3","0"
"41632521","7","2","5","0"
"41632528","10","3","7","0"
"41632535","11","6","5","0"
"41632738","26","15","11","0"
"41632866","16","7","9","0"
"41633013","7","3","4","0"
"41633091","10","5","5","0"
"41633093","8","4","4","0"
"41633095","17","8","9","0"
"41633118","10","4","6","0"
"41633327","13","8","5","0"
"41633520","8","3","5","0"
"41633599","10","6","4","0"
"41633655","14","7","7","0"
"41633674","16","3","13","0"
"41633715","5","3","2","0"
"41633778","4","4","0","0"
"41633807","8","3","5","0"
"41633967","8","4","4","0"
"41633990","4","1","3","0"
"41633999","8","3","5","0"
"41634043","19","11","8","0"
"41634218","15","7","8","0"
"41634226","5","0","5","0"
"41634303","15","7","8","0"
"41634340","5","1","4","0"
"41634439","17","11","6","0"
"41634515","19","11","8","0"
"41634834","1","1","0","0"
"41634847","5","2","3","0"
"41634862","4","2","2","0"
"41634968","8","5","3","0"
"41635072","23","10","12","1"
"41635141","12","6","6","0"
"41635173","28","13","15","0"
"41635314","4","1","3","0"
"41635367","5","2","3","0"
"41635387","15","8","7","0"
"41635390","28","19","9","0"
"41635392","5","1","4","0"
"41635498","21","13","7","1"
"41635663","24","14","10","0"
"41635743","15","10","5","0"
"41635764","4","4","0","0"
"41635973","3","2","1","0"
"41636015","8","3","5","0"
"41636080","6","3","3","0"
"41636209","9","3","6","0"
"41636259","14","8","6","0"
"41636291","19","11","8","0"
"41636384","20","10","10","0"
"41636395","19","10","9","0"
"41636405","21","13","8","0"
"41636558","5","2","3","0"
"41636588","4","3","1","0"
"41636886","13","8","5","0"
"41636931","21","11","10","0"
"41636970","7","5","2","0"
"41637054","16","6","10","0"
"41637055","5","3","2","0"
"41637080","14","10","4","0"
"41637082","12","6","6","0"
"41637111","6","2","4","0"
"41637206","13","3","9","1"
"41637433","5","1","4","0"
"41637468","11","5","6","0"
"41637575","8","6","2","0"
"41637595","10","6","4","0"
"41637689","11","5","6","0"
"41637941","16","7","9","0"
"41638021","3","1","2","0"
"41638031","25","13","12","0"
"41638043","12","5","7","0"
"41638047","17","10","7","0"
"41638069","7","3","4","0"
"41638082","11","6","5","0"
"41638086","20","10","10","0"
"41638429","7","2","5","0"
"41638553","8","5","3","0"
"41638655","10","3","7","0"
"41638850","5","1","4","0"
"41638918","23","13","10","0"
"41639035","12","4","8","0"
"41639072","10","5","5","0"
"41639084","8","5","3","0"
"41639167","31","15","16","0"
"41639187","5","2","3","0"
"41639191","10","6","4","0"
"41639194","24","13","11","0"
"41639326","6","3","3","0"
"41639363","7","3","4","0"
"41639470","15","10","5","0"
"41639473","9","4","5","0"
"41639505","7","4","3","0"
"41639519","14","5","9","0"
"41639555","4","2","2","0"
"41639556","21","8","13","0"
"41639573","2","1","1","0"
"41639626","7","2","5","0"
"41639887","9","4","4","1"
"41639964","13","5","8","0"
"41640011","10","5","5","0"
"41640238","7","1","6","0"
"41640282","8","2","6","0"
"41640556","21","9","12","0"
"41640580","9","3","6","0"
"41640625","7","3","4","0"
"41640757","8","4","4","0"
"41640776","10","3","7","0"
"41640801","5","2","3","0"
"41640818","27","20","7","0"
"41640824","23","13","10","0"
"41640858","28","18","10","0"
"41640950","5","1","4","0"
"41640996","3","2","1","0"
"41641062","5","1","4","0"
"41641101","18","9","8","1"
"41641108","6","2","3","1"
"41641198","8","5","3","0"
"41641200","9","4","5","0"
"41641202","4","1","3","0"
"41641204","13","9","4","0"
"41641276","9","5","4","0"
"41641302","29","19","10","0"
"41641305","17","10","7","0"
"41641339","8","4","4","0"
"41641590","3","2","1","0"
"41641604","3","2","1","0"
"41641642","23","11","12","0"
"41641722","5","2","3","0"
"41641837","3","1","2","0"
"41641855","18","8","10","0"
"41641875","17","12","5","0"
"41641957","4","1","3","0"
"41642195","2","0","1","1"
"41642243","11","8","3","0"
"41642251","25","13","12","0"
"41642313","6","3","3","0"
"41642324","13","7","6","0"
"41642375","11","7","4","0"
"41642422","4","0","4","0"
"41642539","11","5","6","0"
"41642570","14","4","9","1"
"41642682","5","1","4","0"
"41642694","30","18","12","0"
"41642704","2","0","2","0"
"41642708","3","0","0","3"
"41642773","7","6","1","0"
"41642874","5","0","5","0"
"41642950","9","4","5","0"
"41643074","4","3","1","0"
"41643108","15","8","7","0"
"41643117","14","8","6","0"
"41643314","4","1","3","0"
"41643403","10","3","7","0"
"41643407","6","2","4","0"
"41643510","7","2","5","0"
"41643548","6","4","2","0"
"41643576","9","3","6","0"
"41643622","7","5","2","0"
"41643671","23","9","14","0"
"41643705","15","7","7","1"
"41643753","7","3","4","0"
"41643852","21","11","8","2"
"41643867","8","3","5","0"
"41643870","13","5","8","0"
"41644000","4","2","2","0"
"41644006","4","1","3","0"
"41644027","8","3","5","0"
"41644048","6","3","3","0"
"41644068","6","3","3","0"
"41644127","4","1","3","0"
"41644180","2","0","0","2"
"41644201","12","8","4","0"
"41644212","28","21","7","0"
"41644360","7","2","5","0"
"41644384","14","4","10","0"
"41644418","10","3","7","0"
"41644539","19","13","6","0"
"41644901","22","9","13","0"
"41645119","5","2","3","0"
"41645211","16","9","7","0"
"41645235","13","7","6","0"
"41645241","5","3","2","0"
"41645250","9","5","4","0"
"41645410","11","5","6","0"
"41645425","23","11","12","0"
"41645463","6","4","2","0"
"41645519","9","5","4","0"
"41645543","11","6","5","0"
"41645548","5","2","3","0"
"41645610","3","2","1","0"
"41645644","8","4","4","0"
"41645645","4","2","2","0"
"41645673","27","16","11","0"
"41645715","2","0","2","0"
"41645852","11","5","6","0"
"41645944","7","3","4","0"
"41646195","9","3","6","0"
"41646198","6","3","3","0"
"41646201","3","1","2","0"
"41646302","9","4","5","0"
"41646313","8","4","4","0"
"41646525","13","6","7","0"
"41646610","6","2","4","0"
"41646655","5","3","2","0"
"41646786","33","19","14","0"
"41646811","8","3","5","0"
"41646919","5","2","3","0"
"41646934","12","6","6","0"
"41646967","18","6","12","0"
"41647039","22","8","14","0"
"41647129","28","14","14","0"
"41647176","24","13","11","0"
"41647183","10","5","4","1"
"41647192","11","8","3","0"
"41647210","9","6","3","0"
"41647370","21","13","8","0"
"41647521","22","11","11","0"
"41647571","6","5","1","0"
"41647630","22","10","12","0"
"41647682","25","15","10","0"
"41647695","6","3","3","0"
"41647741","18","11","7","0"
"41647764","21","10","11","0"
"41647870","4","1","3","0"
"41647897","8","1","7","0"
"41647899","7","6","1","0"
"41648183","6","3","3","0"
"41648187","14","8","6","0"
"41648237","1","1","0","0"
"41648313","6","2","4","0"
"41648318","18","7","11","0"
"41648523","9","5","4","0"
"41649038","8","3","5","0"
"41649070","7","4","3","0"
"41649130","4","3","1","0"
"41649164","6","5","1","0"
"41649356","12","6","6","0"
"41649358","2","0","2","0"
"41649359","15","8","7","0"
"41649377","11","2","9","0"
"41649416","18","11","7","0"
"41649471","4","2","2","0"
"41649581","24","10","14","0"
"41649614","11","6","5","0"
"41649657","8","2","6","0"
"41650004","6","2","4","0"
"41650149","5","2","3","0"
"41650198","12","7","5","0"
"41650270","5","4","1","0"
"41650425","7","5","2","0"
"41650474","15","8","7","0"
"41650549","7","1","6","0"
"41650568","3","1","2","0"
"41650608","8","3","5","0"
"41650715","6","2","4","0"
"41650724","19","11","8","0"
"41650760","7","4","3","0"
"41650772","14","9","5","0"
"41650779","4","3","1","0"
"41650782","8","5","2","1"
"41650784","21","12","9","0"
"41650801","8","2","6","0"
"41650869","19","10","8","1"
"41650923","6","2","4","0"
"41651044","16","6","9","1"
"41651295","18","10","7","1"
"41651318","13","5","8","0"
"41651639","10","4","6","0"
"41651670","20","9","11","0"
"41651736","53","31","22","0"
"41651801","12","5","7","0"
"41651810","15","6","8","1"
"41651838","14","8","6","0"
"41652034","8","5","3","0"
"41652054","13","8","5","0"
"41652427","18","11","7","0"
"41652507","6","3","3","0"
"41652878","12","3","9","0"
"41652991","19","14","5","0"
"41653047","5","0","5","0"
"41653049","10","2","8","0"
"41653059","28","18","10","0"
"41653084","4","2","2","0"
"41653095","4","2","2","0"
"41653101","23","14","9","0"
"41653102","20","11","9","0"
"41653176","4","2","2","0"
"41653485","5","2","3","0"
"41653491","19","6","13","0"
"41653532","8","4","4","0"
"41653536","6","3","3","0"
"41653556","11","8","3","0"
"41653607","16","3","13","0"
"41653831","11","5","6","0"
"41653860","10","6","4","0"
"41653879","32","16","16","0"
"41653930","5","2","3","0"
"41654160","3","2","1","0"
"41654217","9","4","5","0"
"41654352","21","11","10","0"
"41654442","4","0","4","0"
"41654555","8","3","5","0"
"41654607","8","6","2","0"
"41654846","13","7","6","0"
"41654886","8","3","5","0"
"41655130","4","3","1","0"
"41655148","16","6","10","0"
"41655178","8","2","5","1"
"41655185","6","4","2","0"
"41655200","16","6","10","0"
"41655257","14","9","5","0"
"41655398","7","4","3","0"
"41655458","12","8","4","0"
"41655550","16","10","6","0"
"41655771","19","11","8","0"
"41655832","25","16","7","2"
"41655988","19","7","11","1"
"41656198","8","4","4","0"
"41656235","7","3","4","0"
"41656294","9","6","3","0"
"41656603","16","7","9","0"
"41656659","2","1","1","0"
"41656677","11","4","7","0"
"41656750","7","3","4","0"
"41656924","10","6","4","0"
"41656934","16","7","9","0"
"41656943","6","2","4","0"
"41657006","6","2","4","0"
"41657014","33","17","14","2"
"41657037","7","2","5","0"
"41657236","3","1","2","0"
"41657335","12","8","4","0"
"41657408","20","13","7","0"
"41657465","3","2","1","0"
"41657557","4","4","0","0"
"41658037","9","6","3","0"
"41658103","18","10","8","0"
"41658170","11","5","6","0"
"41658283","7","5","2","0"
"41658324","35","20","15","0"
"41658448","11","4","7","0"
"41658464","8","4","4","0"
"41658466","10","5","5","0"
"41658484","3","2","1","0"
"41658609","24","12","12","0"
"41658672","7","3","4","0"
"41658728","7","2","5","0"
"41658786","18","11","7","0"
"41658866","6","1","5","0"
"41659018","25","14","11","0"
"41659069","4","4","0","0"
"41659173","7","3","4","0"
"41659449","12","8","4","0"
"41659494","10","4","6","0"
"41659498","14","7","7","0"
"41659848","10","5","5","0"
"41659905","5","2","3","0"
"41659908","7","5","2","0"
"41659910","17","6","9","2"
"41659970","36","19","17","0"
"41660253","8","4","4","0"
"41660386","9","5","3","1"
"41660507","9","6","3","0"
"41660557","11","5","6","0"
"41660639","14","4","9","1"
"41660841","22","10","11","1"
"41660862","9","7","2","0"
"41660888","7","3","4","0"
"41660892","12","3","9","0"
"41661008","20","10","10","0"
"41661089","6","2","4","0"
"41661199","8","4","4","0"
"41661367","25","15","10","0"
"41662070","3","3","0","0"
"41662075","5","1","4","0"
"41662171","6","2","4","0"
"41662314","6","2","4","0"
"41662341","6","2","4","0"
"41662349","1","0","1","0"
"41662362","14","8","6","0"
"41662786","9","3","6","0"
"41662826","8","2","6","0"
"41663033","32","21","11","0"
"41663204","15","8","7","0"
"41663207","8","3","5","0"
"41663211","4","2","2","0"
"41663220","13","5","8","0"
"41663384","15","10","5","0"
"41664228","7","2","5","0"
"41664275","10","7","3","0"
"41664289","4","1","3","0"
"41664398","6","2","4","0"
"41664434","7","4","3","0"
"41664437","7","5","2","0"
"41664553","36","19","17","0"
"41664592","23","14","9","0"
"41664640","9","4","5","0"
"41664655","9","3","6","0"
"41664674","7","5","2","0"
"41664706","38","23","15","0"
"41664735","10","6","4","0"
"41664769","12","5","7","0"
"41664787","5","2","3","0"
"41664978","8","5","3","0"
"41665001","19","8","11","0"
"41665029","9","4","5","0"
"41665031","10","5","5","0"
"41665068","22","10","12","0"
"41665255","24","13","11","0"
"41665533","11","5","6","0"
"41665625","6","3","3","0"
"41665771","6","4","2","0"
"41665851","3","2","1","0"
"41665894","15","8","7","0"
"41666300","29","16","13","0"
"41666383","9","4","5","0"
"41666477","14","6","8","0"
"41666628","9","5","4","0"
"41667036","16","8","8","0"
"41667050","23","10","13","0"
"41667090","3","0","3","0"
"41667359","6","1","5","0"
"41668068","3","1","2","0"
"41668282","13","7","6","0"
"41668303","6","4","2","0"
"41668418","9","5","4","0"
"41668438","6","3","3","0"
"41668452","6","4","2","0"
"41668500","11","4","7","0"
"41668701","23","13","10","0"
"41669157","5","2","3","0"
"41669453","12","7","4","1"
"41669742","16","7","9","0"
"41669959","7","2","5","0"
"41670030","9","6","3","0"
"41670066","3","2","1","0"
"41670224","7","2","5","0"
"41670288","6","2","4","0"
"41670427","5","3","2","0"
"41670551","8","5","3","0"
"41670931","8","4","4","0"
"41670971","6","2","4","0"
"41671103","8","5","3","0"
"41671540","15","6","9","0"
"41671572","2","1","1","0"
"41671730","11","6","5","0"
"41671751","10","8","2","0"
"41671851","20","12","8","0"
"41671873","6","4","2","0"
"41671961","6","3","3","0"
"41672122","7","4","3","0"
"41672128","4","2","2","0"
"41672156","6","1","5","0"
"41672278","5","3","2","0"
"41672397","5","3","2","0"
"41672406","4","1","2","1"
"41672484","4","1","3","0"
"41672537","16","7","9","0"
"41672745","10","2","8","0"
"41672792","9","3","6","0"
"41672897","15","9","6","0"
"41673493","6","4","2","0"
"41673743","2","1","1","0"
"41673897","17","11","6","0"
"41674018","12","4","8","0"
"41674131","16","6","10","0"
"41674167","8","3","5","0"
"41674170","4","2","2","0"
"41674322","6","5","1","0"
"41674382","9","4","5","0"
"41674679","9","4","5","0"
"41675163","6","3","3","0"
"41675367","9","4","5","0"
"41675471","25","12","13","0"
"41675506","5","1","4","0"
"41675807","6","2","4","0"
"41676090","7","5","2","0"
"41676306","15","10","5","0"
"41676393","13","6","6","1"
"41676423","18","10","8","0"
"41676437","8","2","6","0"
"41676490","7","5","2","0"
"41676498","10","6","4","0"
"41676543","11","4","7","0"
"41676577","5","4","1","0"
"41676787","8","3","4","1"
"41676904","8","5","3","0"
"41676908","11","10","1","0"
"41677117","2","1","1","0"
"41677130","6","2","4","0"
"41677155","23","13","10","0"
"41677257","4","1","3","0"
"41677328","11","2","9","0"
"41677470","8","4","4","0"
"41677480","5","2","3","0"
"41677849","16","7","9","0"
"41677967","7","2","5","0"
"41678085","9","3","6","0"
